pts,ptspg,fgm,fga,fgp,3pm,3pa,3pp,ftm,fta,ftp,orb,orbpg,drb,drbpg,reb,rebpg,ast,astpg,stl,stlpg,blk,blkpg,tov,tovpg,pf,pfpg,seed,wins,losses,winp,cwins,closses,cwinp,year,team0,team1,result
-406.0,-13.533,-117.0,-311.0,0.017,-3.0,-52.0,0.025,-168.0,-259.0,0.026,-163.0,-5.433,-171.0,-5.7,-335.0,-11.166,-113.0,-3.767,-25.0,-0.833,-87.0,-2.9,-83.0,-2.766,-195.0,-6.5,8.0,4.0,-4.0,0.133,3.0,-3.0,0.187,2003.0,Butler,Louisville,0.0
232.0,10.403,97.0,136.0,0.02,5.0,70.0,-0.047,33.0,13.0,0.035,38.0,1.7,32.0,1.89,69.0,3.557,58.0,2.433,-25.0,-0.557,42.0,1.641,-49.0,-1.188,-123.0,-3.546,-3.0,5.0,-6.0,0.197,3.0,-3.0,0.187,2003.0,Syracuse,Oklahoma State,0.0
-232.0,-10.403,-97.0,-136.0,-0.02,-5.0,-70.0,0.047,-33.0,-13.0,-0.035,-38.0,-1.7,-32.0,-1.89,-69.0,-3.557,-58.0,-2.433,25.0,0.557,-42.0,-1.641,49.0,1.188,123.0,3.546,3.0,-5.0,6.0,-0.197,-3.0,3.0,-0.187,2003.0,Oklahoma State,Syracuse,1.0
77.0,7.543,-45.0,-54.0,-0.011,0.0,0.0,0.0,167.0,136.0,0.102,43.0,2.257,64.0,3.727,109.0,6.05,6.0,1.134,-64.0,-1.651,-28.0,-0.614,-62.0,-1.041,26.0,2.027,-8.0,1.0,-3.0,0.082,5.0,-5.0,0.312,2003.0,Wake Forest,Auburn,1.0
-77.0,-7.543,45.0,54.0,0.011,0.0,0.0,0.0,-167.0,-136.0,-0.102,-43.0,-2.257,-64.0,-3.727,-109.0,-6.05,-6.0,-1.134,64.0,1.651,28.0,0.614,62.0,1.041,-26.0,-2.027,8.0,-1.0,3.0,-0.082,-5.0,5.0,-0.312,2003.0,Auburn,Wake Forest,0.0
86.0,2.867,36.0,183.0,-0.03,-27.0,-78.0,0.006,40.0,67.0,-0.015,123.0,4.1,137.0,4.567,261.0,8.7,41.0,1.367,16.0,0.533,58.0,1.934,39.0,1.3,73.0,2.433,-11.0,-4.0,4.0,-0.133,-2.0,2.0,-0.125,2003.0,Oklahoma,Butler,0.0
-86.0,-2.867,-36.0,-183.0,0.03,27.0,78.0,-0.006,-40.0,-67.0,0.015,-123.0,-4.1,-137.0,-4.567,-261.0,-8.7,-41.0,-1.367,-16.0,-0.533,-58.0,-1.934,-39.0,-1.3,-73.0,-2.433,11.0,4.0,-4.0,0.133,2.0,-2.0,0.125,2003.0,Butler,Oklahoma,1.0
126.0,9.232,45.0,93.0,0.001,-25.0,-54.0,-0.014,61.0,49.0,0.042,29.0,1.774,33.0,2.658,63.0,4.464,17.0,1.514,-9.0,0.245,52.0,2.144,-105.0,-2.524,-26.0,0.234,-7.0,5.0,-7.0,0.22,6.0,-6.0,0.374,2003.0,Syracuse,Auburn,0.0
-126.0,-9.232,-45.0,-93.0,-0.001,25.0,54.0,0.014,-61.0,-49.0,-0.042,-29.0,-1.774,-33.0,-2.658,-63.0,-4.464,-17.0,-1.514,9.0,-0.245,-52.0,-2.144,105.0,2.524,26.0,-0.234,7.0,-5.0,7.0,-0.22,-6.0,6.0,-0.374,2003.0,Auburn,Syracuse,1.0
188.0,8.936,90.0,111.0,0.022,-72.0,-109.0,-0.064,80.0,127.0,-0.015,42.0,1.833,14.0,1.29,56.0,3.123,9.0,0.799,33.0,1.377,97.0,3.474,35.0,1.612,-76.0,-1.979,2.0,3.0,-4.0,0.13,1.0,-1.0,0.062,2003.0,Oklahoma,Syracuse,1.0
-188.0,-8.936,-90.0,-111.0,-0.022,72.0,109.0,0.064,-80.0,-127.0,0.015,-42.0,-1.833,-14.0,-1.29,-56.0,-3.123,-9.0,-0.799,-33.0,-1.377,-97.0,-3.474,-35.0,-1.612,76.0,1.979,-2.0,-3.0,4.0,-0.13,-1.0,1.0,-0.062,2003.0,Syracuse,Oklahoma,0.0
41.0,6.624,38.0,34.0,0.014,-32.0,-65.0,-0.017,-3.0,38.0,-0.048,80.0,3.66,11.0,2.024,91.0,5.683,0.0,0.967,-37.0,-0.807,15.0,0.757,-109.0,-2.74,-7.0,1.124,-15.0,6.0,-8.0,0.25,5.0,-5.0,0.312,2003.0,Texas,UNC Asheville,0.0
-41.0,-6.624,-38.0,-34.0,-0.014,32.0,65.0,0.017,3.0,-38.0,0.048,-80.0,-3.66,-11.0,-2.024,-91.0,-5.683,0.0,-0.967,37.0,0.807,-15.0,-0.757,109.0,2.74,7.0,-1.124,15.0,-6.0,8.0,-0.25,-5.0,5.0,-0.312,2003.0,UNC Asheville,Texas,1.0
261.0,1.476,168.0,187.0,0.051,67.0,112.0,0.055,-136.0,-102.0,-0.097,33.0,0.141,112.0,1.456,145.0,1.601,172.0,4.387,46.0,0.786,47.0,1.232,48.0,0.228,-50.0,-3.538,-1.0,-1.0,4.0,-0.098,-3.0,3.0,-0.187,2003.0,LSU,Purdue,1.0
-261.0,-1.476,-168.0,-187.0,-0.051,-67.0,-112.0,-0.055,136.0,102.0,0.097,-33.0,-0.141,-112.0,-1.456,-145.0,-1.601,-172.0,-4.387,-46.0,-0.786,-47.0,-1.232,-48.0,-0.228,50.0,3.538,1.0,1.0,-4.0,0.098,3.0,-3.0,0.187,2003.0,Purdue,LSU,0.0
155.0,7.581,141.0,280.0,0.005,-10.0,-31.0,0.004,-117.0,-86.0,-0.079,119.0,4.275,81.0,3.461,199.0,7.703,59.0,2.41,-37.0,-1.002,151.0,5.12,47.0,2.017,-113.0,-3.055,-7.0,0.0,-1.0,0.023,0.0,2.0,-0.089,2003.0,Connecticut,Brigham Young,0.0
-155.0,-7.581,-141.0,-280.0,-0.005,10.0,31.0,-0.004,117.0,86.0,0.079,-119.0,-4.275,-81.0,-3.461,-199.0,-7.703,-59.0,-2.41,37.0,1.002,-151.0,-5.12,-47.0,-2.017,113.0,3.055,7.0,0.0,1.0,-0.023,0.0,-2.0,0.089,2003.0,Brigham Young,Connecticut,1.0
44.0,-3.466,47.0,233.0,-0.036,9.0,67.0,-0.028,-64.0,-112.0,0.015,84.0,2.029,4.0,-1.499,89.0,0.564,-36.0,-2.247,14.0,0.098,3.0,-0.128,-77.0,-3.636,-11.0,-1.656,-9.0,4.0,-2.0,0.089,4.0,0.0,0.064,2003.0,Stanford,San Diego,0.0
-44.0,3.466,-47.0,-233.0,0.036,-9.0,-67.0,0.028,64.0,112.0,-0.015,-84.0,-2.029,-4.0,1.499,-89.0,-0.564,36.0,2.247,-14.0,-0.098,-3.0,0.128,77.0,3.636,11.0,1.656,9.0,-4.0,2.0,-0.089,-4.0,0.0,-0.064,2003.0,San Diego,Stanford,1.0
121.0,12.411,43.0,83.0,0.002,-14.0,-76.0,0.03,49.0,58.0,0.015,72.0,3.678,53.0,4.392,126.0,8.104,89.0,4.926,29.0,2.096,128.0,4.952,47.0,3.014,-21.0,1.271,-5.0,-5.0,2.0,-0.096,-3.0,1.0,-0.083,2003.0,Maryland,UNC Wilmington,0.0
-121.0,-12.411,-43.0,-83.0,-0.002,14.0,76.0,-0.03,-49.0,-58.0,-0.015,-72.0,-3.678,-53.0,-4.392,-126.0,-8.104,-89.0,-4.926,-29.0,-2.096,-128.0,-4.952,-47.0,-3.014,21.0,-1.271,5.0,5.0,-2.0,0.096,3.0,-1.0,0.083,2003.0,UNC Wilmington,Maryland,1.0
150.0,2.315,90.0,285.0,-0.019,109.0,356.0,-0.023,-132.0,-131.0,-0.057,58.0,1.464,12.0,-0.386,70.0,1.077,-13.0,-0.952,139.0,4.307,70.0,2.161,27.0,0.452,39.0,0.751,11.0,2.0,-1.0,0.039,-1.0,1.0,-0.063,2003.0,Xavier,Troy,0.0
-150.0,-2.315,-90.0,-285.0,0.019,-109.0,-356.0,0.023,132.0,131.0,0.057,-58.0,-1.464,-12.0,0.386,-70.0,-1.077,13.0,0.952,-139.0,-4.307,-70.0,-2.161,-27.0,-0.452,-39.0,-0.751,-11.0,-2.0,1.0,-0.039,1.0,-1.0,0.063,2003.0,Troy,Xavier,1.0
257.0,8.29,128.0,307.0,-0.005,1.0,53.0,-0.039,11.0,68.0,-0.052,118.0,3.806,123.0,3.968,241.0,7.774,-11.0,-0.355,-8.0,-0.258,93.0,3.0,-3.0,-0.097,-66.0,-2.129,3.0,-2.0,2.0,-0.065,-1.0,1.0,-0.063,2003.0,Michigan State,Colorado,0.0
-257.0,-8.29,-128.0,-307.0,0.005,-1.0,-53.0,0.039,-11.0,-68.0,0.052,-118.0,-3.806,-123.0,-3.968,-241.0,-7.774,11.0,0.355,8.0,0.258,-93.0,-3.0,3.0,0.097,66.0,2.129,-3.0,2.0,-2.0,0.065,1.0,-1.0,0.063,2003.0,Colorado,Michigan State,1.0
223.0,2.455,102.0,173.0,0.012,82.0,162.0,0.035,-64.0,-89.0,-0.002,17.0,-0.143,-17.0,-2.157,-1.0,-2.335,33.0,0.005,-11.0,-0.916,-40.0,-1.662,-41.0,-2.332,-38.0,-2.476,-13.0,0.0,2.0,-0.051,-5.0,1.0,-0.1,2003.0,Florida,Sam Houston State,0.0
-223.0,-2.455,-102.0,-173.0,-0.012,-82.0,-162.0,-0.035,64.0,89.0,0.002,-17.0,0.143,17.0,2.157,1.0,2.335,-33.0,-0.005,11.0,0.916,40.0,1.662,41.0,2.332,38.0,2.476,13.0,0.0,-2.0,0.051,5.0,-1.0,0.1,2003.0,Sam Houston State,Florida,1.0
199.0,7.107,121.0,228.0,0.013,22.0,37.0,0.021,-59.0,-53.0,-0.029,150.0,5.357,72.0,2.571,223.0,7.964,70.0,2.5,-23.0,-0.821,26.0,0.928,-7.0,-0.25,13.0,0.464,-8.0,2.0,-2.0,0.071,3.0,-3.0,0.187,2003.0,Texas,Purdue,0.0
-199.0,-7.107,-121.0,-228.0,-0.013,-22.0,-37.0,-0.021,59.0,53.0,0.029,-150.0,-5.357,-72.0,-2.571,-223.0,-7.964,-70.0,-2.5,23.0,0.821,-26.0,-0.928,7.0,0.25,-13.0,-0.464,8.0,-2.0,2.0,-0.071,-3.0,3.0,-0.187,2003.0,Purdue,Texas,1.0
161.0,7.775,91.0,70.0,0.032,-33.0,-133.0,0.031,12.0,18.0,0.0,16.0,0.952,53.0,2.558,68.0,3.477,20.0,1.152,5.0,0.352,128.0,4.378,25.0,1.307,-25.0,-0.216,1.0,0.0,-1.0,0.023,-4.0,2.0,-0.153,2003.0,Stanford,Connecticut,1.0
-161.0,-7.775,-91.0,-70.0,-0.032,33.0,133.0,-0.031,-12.0,-18.0,0.0,-16.0,-0.952,-53.0,-2.558,-68.0,-3.477,-20.0,-1.152,-5.0,-0.352,-128.0,-4.378,-25.0,-1.307,25.0,0.216,-1.0,0.0,1.0,-0.023,4.0,-2.0,0.153,2003.0,Connecticut,Stanford,0.0
85.0,-5.545,-20.0,-8.0,-0.009,3.0,56.0,-0.036,121.0,127.0,0.043,34.0,-0.145,10.0,-2.292,44.0,-2.437,-34.0,-3.093,-141.0,-5.829,-94.0,-3.819,-1.0,-1.481,-60.0,-3.971,-3.0,5.0,-2.0,0.096,3.0,-3.0,0.188,2003.0,Xavier,Maryland,1.0
-85.0,5.545,20.0,8.0,0.009,-3.0,-56.0,0.036,-121.0,-127.0,-0.043,-34.0,0.145,-10.0,2.292,-44.0,2.437,34.0,3.093,141.0,5.829,94.0,3.819,1.0,1.481,60.0,3.971,3.0,-5.0,2.0,-0.096,-3.0,3.0,-0.188,2003.0,Maryland,Xavier,0.0
269.0,8.677,119.0,161.0,0.027,117.0,267.0,0.029,-76.0,-87.0,-0.022,35.0,1.129,-12.0,-0.387,23.0,0.742,83.0,2.677,43.0,1.387,14.0,0.452,-21.0,-0.677,-90.0,-2.903,-5.0,1.0,-1.0,0.032,2.0,-2.0,0.125,2003.0,Florida,Michigan State,1.0
-269.0,-8.677,-119.0,-161.0,-0.027,-117.0,-267.0,-0.029,76.0,87.0,0.022,-35.0,-1.129,12.0,0.387,-23.0,-0.742,-83.0,-2.677,-43.0,-1.387,-14.0,-0.452,21.0,0.677,90.0,2.903,5.0,-1.0,1.0,-0.032,-2.0,2.0,-0.125,2003.0,Michigan State,Florida,0.0
193.0,1.176,102.0,120.0,0.025,18.0,-1.0,0.039,-29.0,-2.0,-0.042,-11.0,-1.36,93.0,1.443,81.0,0.05,66.0,1.233,-1.0,-0.46,124.0,3.876,91.0,2.14,-21.0,-2.057,4.0,1.0,1.0,-0.017,-3.0,3.0,-0.187,2003.0,Texas,Connecticut,0.0
-193.0,-1.176,-102.0,-120.0,-0.025,-18.0,1.0,-0.039,29.0,2.0,0.042,11.0,1.36,-93.0,-1.443,-81.0,-0.05,-66.0,-1.233,1.0,0.46,-124.0,-3.876,-91.0,-2.14,21.0,2.057,-4.0,-1.0,-1.0,0.017,3.0,-3.0,0.187,2003.0,Connecticut,Texas,1.0
178.0,16.552,109.0,183.0,0.015,36.0,56.0,0.033,-65.0,-70.0,-0.023,52.0,3.326,-9.0,3.098,43.0,6.424,103.0,5.851,107.0,4.909,72.0,3.207,-43.0,0.481,-82.0,-0.102,-1.0,-3.0,-1.0,-0.006,2.0,-2.0,0.125,2003.0,Maryland,Michigan State,1.0
-178.0,-16.552,-109.0,-183.0,-0.015,-36.0,-56.0,-0.033,65.0,70.0,0.023,-52.0,-3.326,9.0,-3.098,-43.0,-6.424,-103.0,-5.851,-107.0,-4.909,-72.0,-3.207,43.0,-0.481,82.0,0.102,1.0,3.0,1.0,0.006,-2.0,2.0,-0.125,2003.0,Michigan State,Maryland,0.0
124.0,11.631,69.0,157.0,0.0,11.0,51.0,-0.016,-14.0,-9.0,-0.011,124.0,5.441,-22.0,1.696,102.0,7.137,-20.0,0.758,-19.0,0.006,-5.0,0.212,-59.0,-0.607,-44.0,0.551,-6.0,-1.0,-2.0,0.04,3.0,-3.0,0.187,2003.0,Texas,Michigan State,0.0
-124.0,-11.631,-69.0,-157.0,0.0,-11.0,-51.0,0.016,14.0,9.0,0.011,-124.0,-5.441,22.0,-1.696,-102.0,-7.137,20.0,-0.758,19.0,-0.006,5.0,-0.212,59.0,0.607,44.0,-0.551,6.0,1.0,2.0,-0.04,-3.0,3.0,-0.187,2003.0,Michigan State,Texas,1.0
115.0,1.246,64.0,59.0,0.02,-12.0,-10.0,-0.019,-1.0,20.0,-0.023,-40.0,-1.893,20.0,-0.167,-20.0,-2.06,28.0,0.466,62.0,1.917,102.0,3.384,13.0,-0.014,-88.0,-3.736,2.0,5.0,-4.0,0.147,0.0,0.0,0.0,2003.0,Texas,Syracuse,1.0
-115.0,-1.246,-64.0,-59.0,-0.02,12.0,10.0,0.019,1.0,-20.0,0.023,40.0,1.893,-20.0,0.167,20.0,2.06,-28.0,-0.466,-62.0,-1.917,-102.0,-3.384,-13.0,0.014,88.0,3.736,-2.0,-5.0,4.0,-0.147,0.0,0.0,0.0,2003.0,Syracuse,Texas,0.0
455.0,4.419,225.0,432.0,0.008,-7.0,27.0,-0.038,12.0,118.0,-0.101,74.0,0.808,199.0,3.348,272.0,4.125,92.0,0.835,157.0,4.156,60.0,1.415,101.0,1.505,5.0,-2.169,-1.0,1.0,3.0,-0.081,0.0,0.0,0.0,2003.0,Kansas,Marquette,0.0
-455.0,-4.419,-225.0,-432.0,-0.008,7.0,-27.0,0.038,-12.0,-118.0,0.101,-74.0,-0.808,-199.0,-3.348,-272.0,-4.125,-92.0,-0.835,-157.0,-4.156,-60.0,-1.415,-101.0,-1.505,-5.0,2.169,1.0,-1.0,-3.0,0.081,0.0,0.0,0.0,2003.0,Marquette,Kansas,1.0
327.0,2.709,139.0,200.0,0.023,3.0,-6.0,0.011,46.0,94.0,-0.024,34.0,-0.156,126.0,1.622,159.0,1.435,115.0,2.19,84.0,1.846,-47.0,-2.147,83.0,1.34,44.0,-0.183,-1.0,0.0,3.0,-0.085,1.0,-1.0,0.063,2003.0,Kansas,Syracuse,1.0
-327.0,-2.709,-139.0,-200.0,-0.023,-3.0,6.0,-0.011,-46.0,-94.0,0.024,-34.0,0.156,-126.0,-1.622,-159.0,-1.435,-115.0,-2.19,-84.0,-1.846,47.0,2.147,-83.0,-1.34,-44.0,0.183,1.0,0.0,-3.0,0.085,-1.0,1.0,-0.063,2003.0,Syracuse,Kansas,0.0
31.0,1.033,115.0,47.0,0.056,-68.0,-208.0,0.009,-117.0,-150.0,-0.017,30.0,1.0,70.0,2.333,101.0,3.367,85.0,2.833,-17.0,-0.566,51.0,1.7,-73.0,-2.433,-103.0,-3.433,-15.0,10.0,-10.0,0.333,3.0,-5.0,0.256,2004.0,Kentucky,Florida A&M,0.0
-31.0,-1.033,-115.0,-47.0,-0.056,68.0,208.0,-0.009,117.0,150.0,0.017,-30.0,-1.0,-70.0,-2.333,-101.0,-3.367,-85.0,-2.833,17.0,0.566,-51.0,-1.7,73.0,2.433,103.0,3.433,15.0,-10.0,10.0,-0.333,-3.0,5.0,-0.256,2004.0,Florida A&M,Kentucky,1.0
281.0,6.881,47.0,102.0,0.0,3.0,-33.0,0.025,164.0,180.0,0.062,61.0,1.669,54.0,1.072,116.0,2.774,-29.0,-1.554,-121.0,-4.423,-22.0,-0.857,57.0,1.45,32.0,0.374,-1.0,-4.0,5.0,-0.159,0.0,2.0,-0.083,2004.0,Washington,UAB,1.0
-281.0,-6.881,-47.0,-102.0,0.0,-3.0,33.0,-0.025,-164.0,-180.0,-0.062,-61.0,-1.669,-54.0,-1.072,-116.0,-2.774,29.0,1.554,121.0,4.423,22.0,0.857,-57.0,-1.45,-32.0,-0.374,1.0,4.0,-5.0,0.159,0.0,-2.0,0.083,2004.0,UAB,Washington,0.0
141.0,-2.371,23.0,1.0,0.015,-39.0,-91.0,-0.011,134.0,166.0,0.021,-48.0,-2.603,140.0,2.518,94.0,-0.016,-1.0,-1.563,-79.0,-3.447,-40.0,-1.778,24.0,-0.663,81.0,1.054,7.0,6.0,-3.0,0.127,6.0,-4.0,0.256,2004.0,Providence,Pacific,1.0
-141.0,2.371,-23.0,-1.0,-0.015,39.0,91.0,0.011,-134.0,-166.0,-0.021,48.0,2.603,-140.0,-2.518,-94.0,0.016,1.0,1.563,79.0,3.447,40.0,1.778,-24.0,0.663,-81.0,-1.054,-7.0,-6.0,3.0,-0.127,-6.0,4.0,-0.256,2004.0,Pacific,Providence,0.0
6.0,5.034,-4.0,-31.0,0.006,13.0,112.0,-0.061,1.0,-66.0,0.069,-43.0,-0.644,40.0,2.945,-1.0,2.368,43.0,2.502,-40.0,-0.849,64.0,2.393,26.0,1.755,31.0,2.289,-9.0,-3.0,1.0,-0.05,0.0,0.0,0.0,2004.0,Kansas,Illinois-Chicago,0.0
-6.0,-5.034,4.0,31.0,-0.006,-13.0,-112.0,0.061,-1.0,66.0,-0.069,43.0,0.644,-40.0,-2.945,1.0,-2.368,-43.0,-2.502,40.0,0.849,-64.0,-2.393,-26.0,-1.755,-31.0,-2.289,9.0,3.0,-1.0,0.05,0.0,0.0,0.0,2004.0,Illinois-Chicago,Kansas,1.0
117.0,3.656,27.0,130.0,-0.02,-75.0,-123.0,-0.072,136.0,231.0,-0.038,-233.0,-7.281,-270.0,-8.438,-503.0,-15.718,90.0,2.813,77.0,2.406,-15.0,-0.469,-33.0,-1.031,-46.0,-1.437,-5.0,-1.0,1.0,-0.031,1.0,1.0,-0.018,2004.0,Boston College,Utah,0.0
-117.0,-3.656,-27.0,-130.0,0.02,75.0,123.0,0.072,-136.0,-231.0,0.038,233.0,7.281,270.0,8.438,503.0,15.718,-90.0,-2.813,-77.0,-2.406,15.0,0.469,33.0,1.031,46.0,1.437,5.0,1.0,-1.0,0.031,-1.0,-1.0,0.018,2004.0,Utah,Boston College,1.0
411.0,8.495,184.0,278.0,0.033,23.0,28.0,0.021,42.0,97.0,-0.039,92.0,2.388,-171.0,-7.286,-78.0,-4.867,110.0,2.614,121.0,3.442,94.0,2.811,121.0,3.042,178.0,4.519,-11.0,3.0,-1.0,0.05,-3.0,1.0,-0.105,2004.0,Georgia Tech,Northern Iowa,0.0
-411.0,-8.495,-184.0,-278.0,-0.033,-23.0,-28.0,-0.021,-42.0,-97.0,0.039,-92.0,-2.388,171.0,7.286,78.0,4.867,-110.0,-2.614,-121.0,-3.442,-94.0,-2.811,-121.0,-3.042,-178.0,-4.519,11.0,-3.0,1.0,-0.05,3.0,-1.0,0.105,2004.0,Northern Iowa,Georgia Tech,1.0
277.0,4.326,106.0,357.0,-0.039,-31.0,-19.0,-0.053,102.0,180.0,-0.048,167.0,4.869,190.0,4.839,357.0,9.708,16.0,-0.438,-2.0,-0.522,92.0,2.849,-6.0,-1.106,-35.0,-2.469,3.0,8.0,-6.0,0.22,1.0,1.0,-0.028,2004.0,Michigan State,Nevada,1.0
-277.0,-4.326,-106.0,-357.0,0.039,31.0,19.0,0.053,-102.0,-180.0,0.048,-167.0,-4.869,-190.0,-4.839,-357.0,-9.708,-16.0,0.438,2.0,0.522,-92.0,-2.849,6.0,1.106,35.0,2.469,-3.0,-8.0,6.0,-0.22,-1.0,-1.0,0.028,2004.0,Nevada,Michigan State,0.0
220.0,10.078,95.0,-29.0,0.066,31.0,-54.0,0.104,-1.0,-46.0,0.047,-15.0,-0.147,18.0,1.484,3.0,1.336,62.0,2.674,-21.0,-0.491,13.0,0.56,-95.0,-2.722,-210.0,-6.469,-13.0,8.0,-9.0,0.297,3.0,-5.0,0.312,2004.0,Gonzaga,Valparaiso,0.0
-220.0,-10.078,-95.0,29.0,-0.066,-31.0,54.0,-0.104,1.0,46.0,-0.047,15.0,0.147,-18.0,-1.484,-3.0,-1.336,-62.0,-2.674,21.0,0.491,-13.0,-0.56,95.0,2.722,210.0,6.469,13.0,-8.0,9.0,-0.297,-3.0,5.0,-0.312,2004.0,Valparaiso,Gonzaga,1.0
-32.0,1.419,7.0,44.0,-0.008,6.0,59.0,-0.026,-34.0,-12.0,-0.044,-4.0,0.231,-69.0,-1.572,-73.0,-1.341,45.0,2.088,106.0,3.923,9.0,0.424,-38.0,-0.817,48.0,2.292,8.0,-3.0,2.0,-0.074,-1.0,1.0,-0.062,2004.0,Kentucky,UAB,1.0
32.0,-1.419,-7.0,-44.0,0.008,-6.0,-59.0,0.026,34.0,12.0,0.044,4.0,-0.231,69.0,1.572,73.0,1.341,-45.0,-2.088,-106.0,-3.923,-9.0,-0.424,38.0,0.817,-48.0,-2.292,-8.0,3.0,-2.0,0.074,1.0,-1.0,0.062,2004.0,UAB,Kentucky,0.0
33.0,5.905,69.0,173.0,-0.007,-15.0,-6.0,-0.025,-90.0,-93.0,-0.035,77.0,3.227,26.0,2.494,103.0,5.723,59.0,3.018,17.0,0.989,47.0,1.845,-28.0,0.013,47.0,2.805,-8.0,-4.0,2.0,-0.082,-5.0,3.0,-0.194,2004.0,Kansas,Pacific,0.0
-33.0,-5.905,-69.0,-173.0,0.007,15.0,6.0,0.025,90.0,93.0,0.035,-77.0,-3.227,-26.0,-2.494,-103.0,-5.723,-59.0,-3.018,-17.0,-0.989,-47.0,-1.845,28.0,-0.013,-47.0,-2.805,8.0,4.0,-2.0,0.082,5.0,-3.0,0.194,2004.0,Pacific,Kansas,1.0
298.0,9.312,111.0,158.0,0.021,114.0,255.0,0.051,-18.0,-41.0,0.013,-45.0,-1.406,9.0,0.281,-35.0,-1.094,2.0,0.062,63.0,1.969,59.0,1.844,75.0,2.344,171.0,5.344,-3.0,1.0,-1.0,0.031,-1.0,1.0,-0.063,2004.0,Georgia Tech,Boston College,0.0
-298.0,-9.312,-111.0,-158.0,-0.021,-114.0,-255.0,-0.051,18.0,41.0,-0.013,45.0,1.406,-9.0,-0.281,35.0,1.094,-2.0,-0.062,-63.0,-1.969,-59.0,-1.844,-75.0,-2.344,-171.0,-5.344,3.0,-1.0,1.0,-0.031,1.0,-1.0,0.063,2004.0,Boston College,Georgia Tech,1.0
-39.0,-6.571,-13.0,176.0,-0.057,-38.0,-22.0,-0.066,25.0,65.0,-0.032,93.0,2.317,1.0,-1.678,95.0,0.673,-83.0,-3.852,22.0,0.305,35.0,0.884,17.0,-0.313,105.0,2.359,8.0,-1.0,3.0,-0.091,-1.0,5.0,-0.278,2004.0,Gonzaga,Nevada,1.0
39.0,6.571,13.0,-176.0,0.057,38.0,22.0,0.066,-25.0,-65.0,0.032,-93.0,-2.317,-1.0,1.678,-95.0,-0.673,83.0,3.852,-22.0,-0.305,-35.0,-0.884,-17.0,0.313,-105.0,-2.359,-8.0,1.0,-3.0,0.091,1.0,-5.0,0.278,2004.0,Nevada,Gonzaga,0.0
14.0,0.482,-28.0,-55.0,-0.001,-24.0,-76.0,0.002,62.0,46.0,0.051,17.0,0.586,111.0,3.827,129.0,4.448,-10.0,-0.345,-141.0,-4.862,40.0,1.379,21.0,0.724,-23.0,-0.793,-5.0,-1.0,1.0,-0.035,0.0,0.0,0.0,2004.0,Kansas,UAB,0.0
-14.0,-0.482,28.0,55.0,0.001,24.0,76.0,-0.002,-62.0,-46.0,-0.051,-17.0,-0.586,-111.0,-3.827,-129.0,-4.448,10.0,0.345,141.0,4.862,-40.0,-1.379,-21.0,-0.724,23.0,0.793,5.0,1.0,-1.0,0.035,0.0,0.0,0.0,2004.0,UAB,Kansas,1.0
149.0,2.288,58.0,56.0,0.017,80.0,184.0,0.025,-29.0,-12.0,-0.028,-74.0,-2.715,-9.0,-1.058,-82.0,-3.742,60.0,1.426,80.0,2.294,10.0,0.167,72.0,1.843,112.0,2.929,-7.0,-1.0,2.0,-0.056,-4.0,2.0,-0.16,2004.0,Georgia Tech,Nevada,0.0
-149.0,-2.288,-58.0,-56.0,-0.017,-80.0,-184.0,-0.025,29.0,12.0,0.028,74.0,2.715,9.0,1.058,82.0,3.742,-60.0,-1.426,-80.0,-2.294,-10.0,-0.167,-72.0,-1.843,-112.0,-2.929,7.0,1.0,-2.0,0.056,4.0,-2.0,0.16,2004.0,Nevada,Georgia Tech,1.0
322.0,3.028,101.0,166.0,0.013,64.0,114.0,0.042,74.0,116.0,-0.01,-8.0,-1.329,17.0,-1.874,9.0,-3.207,4.0,-1.495,86.0,2.047,7.0,-0.259,64.0,0.668,100.0,1.253,-1.0,3.0,0.0,0.026,-3.0,3.0,-0.188,2004.0,Georgia Tech,Kansas,0.0
-322.0,-3.028,-101.0,-166.0,-0.013,-64.0,-114.0,-0.042,-74.0,-116.0,0.01,8.0,1.329,-17.0,1.874,-9.0,3.207,-4.0,1.495,-86.0,-2.047,-7.0,0.259,-64.0,-0.668,-100.0,-1.253,1.0,-3.0,0.0,-0.026,3.0,-3.0,0.188,2004.0,Kansas,Georgia Tech,1.0
132.0,-0.506,-2.0,194.0,-0.053,77.0,210.0,0.001,59.0,130.0,-0.051,27.0,0.169,21.0,-0.9,49.0,-0.7,-68.0,-3.139,50.0,1.161,-35.0,-1.367,112.0,2.639,98.0,1.975,15.0,-8.0,10.0,-0.308,-6.0,4.0,-0.256,2004.0,Stanford,Texas-San Antonio,0.0
-132.0,0.506,2.0,-194.0,0.053,-77.0,-210.0,-0.001,-59.0,-130.0,0.051,-27.0,-0.169,-21.0,0.9,-49.0,0.7,68.0,3.139,-50.0,-1.161,35.0,1.367,-112.0,-2.639,-98.0,-1.975,-15.0,8.0,-10.0,0.308,6.0,-4.0,0.256,2004.0,Texas-San Antonio,Stanford,1.0
27.0,0.931,-41.0,-122.0,0.008,34.0,12.0,0.056,75.0,98.0,0.012,-8.0,-0.275,-189.0,-6.517,-198.0,-6.827,-57.0,-1.965,-96.0,-3.31,7.0,0.241,45.0,1.552,-25.0,-0.862,-1.0,-6.0,6.0,-0.207,-9.0,7.0,-0.444,2004.0,Alabama,Southern Illinois,0.0
